boletin,fecha_publicacion,fecha_firma,tipo,numero,objeto,terminos_urbanismo,monto_max,tags,texto_bajado,pdf
1230,2026-07-06,2026-05-13,Disposición,DISP-2026-716-SI-DGHP,EX-2025-00257836-SI-DPERM / CONSULTA DE FACTIBILIDAD / HAITÍ 2187 - MARTÍNEZ,factibilidad,,Autorización | Permiso de Permanencia,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InQ1S3l1bmErcnZPamRUdGRaK0Vrb2c9PSIsInZhbHVlIjoiTVZLNFF3WThPOEVzaENqSHNHVEpNaVRZRVZVTldvZStvYjh0SnZIbXVJdXpRZVArdTF6MTVXRitCdEc0SGc1cSIsIm1hYyI6IjdlZTQ1NWY1ODg1YzEwZThjN2U2NDBjNjE1ZjYyNjU4OTg1OTMyOTRmMTI0MjUyMjkzMzczYzI1NzM4ODQ4YzgiLCJ0YWciOiIifQ==
1230,2026-07-06,2026-05-14,Decreto,DECRE-2026-550-SI-INTEN,Expediente Nº EX-2026-00160764-SI-SSRH - Convalidación.-,excepción,,Convalidación,si,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkZGY245MnVvRnBoeFJYU1QvS1lJUUE9PSIsInZhbHVlIjoiRnRSVmtPY1BDWW5hSjl4YW1Rc2JEZE5DSjRTK01UdU54M2c1aWE0WUhuQkg5TTI2eTFDbmlXR2pHNVRNRGdOdCIsIm1hYyI6ImRiNGUwOGZmZTI3OWMwNGU1Y2ZlOGQ5MWQyYTY1MGRkMGZiNDk0OGFhYzg5NTA5OTk2OWMyYWE0NTRlOTMyYTMiLCJ0YWciOiIifQ==
1230,2026-07-06,2026-05-14,Disposición,DISP-2026-720-SI-DGHP,EX-2026-00171573- -SI-MDSI (trámite TESI N° 2026HABIL00002773) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlVRWUJoR2Y1NzRtTjJLRFV2Zk1RWmc9PSIsInZhbHVlIjoiL0RZT2ZyNm5ZTVRWaDR1UXg3WVBZREVmWkJ0NzZFMFBMcUNsWnZnRDcyRzc5aU45MytISnlVTHBJLy9QMWxPSCIsIm1hYyI6IjQxYzRiNTBkOWUzMTdhOWIzYjA2Yzc2ZWU1NTM5NWI5ZGNjMmViOTAzMTYxZjBjMWVjZDk4MDFmNzQ5ODI2NTgiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-18,Decreto,DECRE-2026-560-SI-INTEN,"Expediente N° 12634/2024 (cuerpos 0 y 2) y sus acumulados por cuerda - Consulta de Factibilidad y Declaración de Impacto Ambiental: Cuyo, Panamá y Entre Ríos, Martínez.-",factibilidad | mayor altura/FOT/FOS | zonificación/C.O.U.,,Consulta | Factibilidad,si,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkYyb0VSc1E4UU14d2U0UnErMWNYTnc9PSIsInZhbHVlIjoiWnMxMlZhVzhPdmI0UGJSTXNJUXR0a29Sa2NQZ0ZpQXlvcndraG9QYW1pbEQ2NVNmeHI5aG1NYlR6a2lwT25iNiIsIm1hYyI6IjU0ZGNhMmJiMzM0ZWFhYzFiZTAyMTQyNWQ0YWJlNzljYTU1NWYwNTZlNmNlYjUxMDJhMDQ5OGFkMTczYWU1ZmYiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-18,Disposición,DISP-2026-729-SI-DGHP,EX-2026-00172148- -SI-MDSI (trámite TESI N° 2026HABIL00002727) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlA4UFFCdXlxWVlPZFh2V2JOOFB1NHc9PSIsInZhbHVlIjoiOGJhTWltNUY3a3BuNGZOZ2k1QVR2eWpJZ0cxZGVxK2FDeEYwdGlMSmdDZWUzbmxtVm9VOXhVcDhUMmUzR0MvcSIsIm1hYyI6ImEyNGMxNGVmMGEzYjMxZjBmNzQwNTY4NDMzZTIzMWIzNTRlOGFiYTdkNGM5N2IzNjcxNTg3YTk2NzZkMDYyOTgiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-18,Disposición,DISP-2026-728-SI-DGHP,EX-2026-00172058- -SI-MDSI (trámite TESI N° 2026HABIL00002673) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlhibWxhY0YvSGpJQVFLek01VnV3Znc9PSIsInZhbHVlIjoieCtnSHoyWXc1MEVMQW4xMzh6Y1FMQnV0SmpyS2hUdDNlckxoNEtDaFAyZVBDRytzWEdKdVZSNEgyeW9KVkZHcyIsIm1hYyI6ImYwNzVjMTMyNzJiZjY5NmQxYWZlNWYxMzJmZTVkZTdmZDE1NTM3MDc0NWFjNzkxNDBhZjhhODYxMTBhMWRjN2IiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-18,Disposición,DISP-2026-727-SI-DGHP,EX-2026-00177733- -SI-DHAB vinculado al Exp. 7891/1998 - Transmisión,zonificación/C.O.U.,,Transmisión | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkVrRVpsRjBVZ0dIQ0p5YVhoSTdrSVE9PSIsInZhbHVlIjoiWG1iY1ZMbDJLSnU4NkxYaG9ic3R6czF1UzhpUUdDL3EzaFB2T2ZGTmhHNDhmMC92eVFhQ05QNzdPT3RIUk1OVyIsIm1hYyI6ImU5ZGNhZTA1NmMyZGE4MzJiZjg3ODIwZWQwNjk5MWVjM2ViYzU3MmE2YzYyNTNkZTUwZTZhYmZhOWU2NWQzOGMiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-18,Disposición,DISP-2026-726-SI-DGHP,EX-2026-00179334- -SI-DHAB vinculado al Expediente N° 670/1989 - Transmisión,zonificación/C.O.U.,,Transmisión | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkU3ZXRFUnc3NkU5d2Nsd2VadkdkRUE9PSIsInZhbHVlIjoiTE5TOFhUUjgxK3VEaDg1REY1Ync1SHVFbEVSc3NWVmNuTTRZTmJwTHU5alFGeWFjU3lrbUlxMzN2TzY4VFR5KyIsIm1hYyI6IjE2ZTU1YmMzMjczZmMyNDEzNThkYzg5OTcxODhjMTRiMGU2OGIwZWY0MmIxN2NkYmU0YTIxM2JjNDNmNjUwY2UiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-19,Decreto,DECRE-2026-567-SI-INTEN,"Expediente N° EX-2025-00150460-SI-SSRC - Eximir a la entidad “ASOCIACIÓN PARA EL FOMENTO DE LA CULTURA” (CUIT N° 30-51798150-4) del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales.-",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ilk2UkpydE56dXBaNWRCQWNxbUlES2c9PSIsInZhbHVlIjoiNWsrcklmUldpYWtqRzRYdThWM0thRkl0blVEWHR3SDE1UVlqaWRKdEp5dU1EYjFSMzhjMGpSKzVlb1pkSWNwbSIsIm1hYyI6IjhjNDViN2YyYjU5NTVjYjQ5ZWZmOGMyMGNkZjFiYjNiMDFkY2YyOWExMjIzMzFiMGQzZjYzODJlM2Q2YmQ0NzEiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-20,Disposición,DISP-2026-735-SI-DGHP,EX-2026-00179962- -SI-DHAB vinculado al Expediente N° 83/1996 - Transmisión,zonificación/C.O.U.,,Transmisión | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IklpQXZGZUVua0tSMEwvVEpsMnhJTEE9PSIsInZhbHVlIjoiczBHbnNCclVsdXVKZ0JsNTJtajh1TWpyQ0pWbVl6bWV5YWNESzVISDBwWnhEZk5kL3ZFcHZJSFRZZit1NFJxNiIsIm1hYyI6Ijk0MjI2YTM3NjA5MTM4MDg5MGFhOTVkNWM4NTAzOWMwY2ZmODkwZDI1ZDUyNmE1YTZiOGVkMDJkNWU5OTIxOGIiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-26,Decreto,DECRE-2026-593-SI-INTEN,"EX-2025-00169587-SI-SSRC - Eximir a la entidad “FEDERACIÓN DE CÍRCULOS CATÓLICOS OBREROS” (CUIT N° 30-50225129-1) del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales.-",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InFIblo0bEdLZEhHUFRHT3NPWXEyTkE9PSIsInZhbHVlIjoiVjZ2SkVyN3cwYnhqK2pmKzJnMVJ2YUJUY2NkdjZ0aExaT1p2YnBBWHljSkZxZWNldVdrd20vaTRsNXlvTk1aeCIsIm1hYyI6IjRhNDZkZjBjM2I3MGVhNzg2MTBmM2I4YTQ4NjI1NDM0NjMxNWRjYWRmZmIyNTI5ODUzNTliYjYwZGYxMGI5ODMiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-26,Decreto,DECRE-2026-591-SI-INTEN,Expediente Nº EX-2026-00171202-SI-SSRH - Convalidación.-,excepción,,Convalidación,si,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IjBMcHY0bCtFZVhDaHhEcGFONGYwM2c9PSIsInZhbHVlIjoiV1lweVJ1QXA1anJ2Ny9lMHR6TlVkSm92WU5rYUQrWFp1L1FoaUtiYzdWVThaTFQxZXNDOWp6bzNIb09iSXU4MCIsIm1hYyI6IjMzMDEyOTI0ZTI0ZWFlOGJkZTI2MDJiOTlmMGIwYjVhODFlMWZiYzcwYTQ3ZjAyNzUxMTBkZWUwY2QwZDk5OGEiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-26,Decreto,DECRE-2026-587-SI-INTEN,Expediente Nº EX-2026-00181246-SI-SSRH - Convalidación.-,excepción,,Convalidación,si,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlpjU3V2dnRicTFJZ2xGeU8wUktMZWc9PSIsInZhbHVlIjoiQldaczhNbVhQalc4bmZCK2swaG83bjJSZWRhbG1kZXFuMUdoSk96VGhlOEhaQ1JEakg0VTZDT0lYc2huSmpWZSIsIm1hYyI6Ijg4MTYwNTE3NmQ2ODRkZWU3MmMwZjJjMjdmMGM1YjdmY2M1NjljMzMxN2FkNmRlZDNjZjg1MjQ2MjVlNDJmYTAiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-26,Decreto,DECRE-2026-584-SI-INTEN,Expediente Nº EX-2026-00181162-SI-SSRH - Convalidación.-,excepción,,Convalidación,si,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ik8zMm05SEJsQmQ4cUE1ZlRiakt1NVE9PSIsInZhbHVlIjoiY3hMdUNSaXhRdlNaaTlnSjFqLzBhbm1rMG5XQ3NWLzNRMTVaZWlzb3dTcEFpSDlRUTVKTmVWZFBKMDFuVlliaSIsIm1hYyI6IjA5NDY0ZmRkYjk5OGYzYTliNzcyYWI3OGIwMDQ5OWI4MmQzMmQ1MGQyMDhlNDUzMzg3NDQ2NGM5NWIwZWViMmEiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-26,Decreto,DECRE-2026-583-SI-INTEN,Expediente Nº EX-2026-00181195-SI-SSRH - Convalidación.-,excepción,,Convalidación,si,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Im5hVFFaYWYxZktSTEpvSFVPU0FVZFE9PSIsInZhbHVlIjoiYVkydjF1bk9ScWZXWFFudXd1NkM2bkZGaVlJbC96RWthV1RQN0Z3U1hhdnNKL21UYXUrd29LTEhnV3YrYmZmTiIsIm1hYyI6IjM5ZDdkYjJmZDE3MjEzMzRlMTdmMGM3N2I5YjA0ODNlMjI3Y2Q3YWYzMTRiMjIzNzFhZGMwN2NkM2UwNzdiMDMiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-26,Decreto,DECRE-2026-580-SI-INTEN,Expediente Nº EX-2026-00171204-SI-SSRH - Convalidación.-,excepción,,Convalidación,si,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ill3Ui95SGxXVFpEQ3JXZCt4OXRPSXc9PSIsInZhbHVlIjoiQ0I5S1VLbHp3aHVmcHJCUGJGTVBkTWJmVmtITGpHUitRdWdRY1lOZWV1Y3hkUWhTakRaYS9lSlQ2cERNYmhFTSIsIm1hYyI6ImU0OWI5MDAyN2RjMzFlNjNjYTE5Yzg5MDI2NzRiM2Y4NzY3MDYwNWUyMDk1ZTcwYzNhZjU1NDg5MzEwM2U2NGEiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-26,Decreto,DECRE-2026-575-SI-INTEN,Expediente Nº EX-2026-00160637-SI-SSRH - Convalidación.-,excepción,,Convalidación,si,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlEzZmhBOGJoQkk0WWcxM1FoczdNclE9PSIsInZhbHVlIjoiVUk0MEtpa20xUUJMZ3VDVktlczF3bkFPbGMxcGJ1UFk4OVozYjh1L2dFd0pSY21tY0hnZGZqRnc4WEoyMWVKViIsIm1hYyI6IjQzZDQ0MTNlYTkyOTFhNGVhYjFkNGU5MTZiMzZhZWExOWIwMDdkYmVhZDRkN2MwNzYxYzcwYWQ5YTQwMzRiMTIiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-26,Disposición,DISP-2026-742-SI-DGHP,EX-2026-00171669- -SI-MDSI (trámite TESI N° 2026HABIL00002765) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkpOMUd4K3NQNXpSZHlhanNRZGd5RlE9PSIsInZhbHVlIjoiN0ZxL0NKekJZODlBZm4zUXIxUWgvRWlWbDhDRVJpa0dodGlSUFV2MCtsSDNkVDZOZjlyMy9seHVsSCtHVzZDVCIsIm1hYyI6IjhmNzhjYmQwYzRkNzE5ZThhMTU5OTc4N2E2YjhhYmY5NGI5YzQ0YTlkNzAxNTNjZTgxZWJjZmVkOGI1MTdlMDkiLCJ0YWciOiIifQ==
1227,2026-06-01,2026-05-26,Decreto,DECRE-2026-581-SI-INTEN,Expediente Nº EX-2026-00124638-SI-SSPLAUR - Promulgar y hacer cumplir la Ordenanza Municipal N° 9432.-,zonificación/C.O.U.,,Promulgación | Ordenanza Municipal,si,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkROV2JFZXRTL2JWWHlGbElXc2F1VWc9PSIsInZhbHVlIjoicUZiZVkzaGtnOGRpNVhhZlJIWGNCbU5sS1E1SHoxcEliaCtoZDdLcUxhY2J0Tk4vb0NtdTVsZ3pCNnoxV0FuQiIsIm1hYyI6ImUzNjA2OTE1MzAyMmYzODNjYzkyN2IyYzE5MDVhMzI3MWE4YTFmODVlYWUyOTkxNTM1ZTM4MzNhNWJmYzkyZjYiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-27,Disposición,DISP-2026-743-SI-DGHP,EX-2026-00185693- -SI-MDSI (trámite TESI N° 2026HABIL000046) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Iko1OHBlTmRYUDJ0R0hmZEZGc09SVmc9PSIsInZhbHVlIjoiRGFTM2ZXK0RZK212Z2NBdXNIMXFDczlPWi8rQnFlVnBwS0RReUoxS2Z4Zi9KZlhtYmp0VUV4aWdBZGNBdTRYTCIsIm1hYyI6IjkwNWZmZjgzNmQ2M2NhNTZlNmIwNTc1NmUxMWJiNWYzMmUxZWUzZTU0MGMyZjQzZjA2OTEzZmM3Y2YyYzFiZWQiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-28,Disposición,DISP-2026-749-SI-DGHP,EX-2026-00188397- -SI-MDSI (trámite TESI N° 2026HABIL00002823) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InRoMU01QUlDb1hEVVBMZmxsL3JsblE9PSIsInZhbHVlIjoiN0N0bDNqUjJ0Sm00SUpFSTBFRFQzanpJbUN5K2x4Vi8xQy85Nmc0cStTWWQzWllPOFhUWnlIdjlyVzlMOVVoTCIsIm1hYyI6ImQxNTE4YmVkZWIzYjJkZjllN2JlZTY5OGZmN2YxNjg1MTQ0MmViNjAyODU3MjAxYjY3MWMwNjkwNzI1M2FmZjAiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-28,Disposición,DISP-2026-748-SI-DGHP,EX-2026-00188146- -SI-MDSI (trámite TESI N° 2026HABIL00002822) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ikd1bWkxdXhneDI1RWViMzhNaG9qOXc9PSIsInZhbHVlIjoiZko4RlJrZDlRRzdmT0lJNWFlenJVTDd1T3FoeG1oV1BxczAzUXFjMnBWRXFFTXVsRFhTV3I0S1YwUysxT1RhVyIsIm1hYyI6IjA4Yzg5NDMxYjQyYzlmMWRmYjkyMTExNzA5OTYxNDc2NTk4ZDQwMWNmYTRhNzIyZGQ1YWI5ZjQ5ZGFiMTE4Y2MiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-28,Disposición,DISP-2026-747-SI-DGHP,EX-2026-00185611- -SI-MDSI (trámite TESI N° 2026HABIL00002807) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6ImZnMjl1WmhWUEtLVE5pdFJzYVg1UkE9PSIsInZhbHVlIjoiSzZvU0s2LzM2U2VjeW45NmdyRTgvMGNoNWFJNTB1Q2kzK1FUcUFpMUE3VlhJdmdVOHcyNGlxMUJmeVlmM0FzWCIsIm1hYyI6IjY0YTM3ZjVlZTEyMzY2ZGM3ZDc5YzNiYmQ3NDMwOGFkNmNlMWU2YTE5YTlkNWNmNTJmZWY4OTBiODJkYmE2ZGMiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-28,Disposición,DISP-2026-746-SI-DGHP,EX-2026-00172000- -SI-MDSI (trámite TESI N° 2026HABIL00002645) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IksvQ1p0RmhyN3dEaFZKVFlDekEwTmc9PSIsInZhbHVlIjoiZVJoRnIwZGh5TFVQVlJHK1J3SHJnSTFxNStjb0E0NzZlRmZuSUhBUDZwdGVmUjMrWlNHT0RoVXdxZ1kvSlFyWiIsIm1hYyI6ImY4YjZhZjhiZjVjMjljMjc5M2FmNmU1ODgyYjA2NmZhZDNlZDZlYWJhMGYzNjMwNzY3OWU5NGFkZDBlOWUwY2MiLCJ0YWciOiIifQ==
1231,2026-07-17,2026-05-29,Disposición,DISP-2026-755-SI-DGHP,EX-2026-00195513- -SI-MDSI (trámite TESI N° 2026HABIL00002560) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6ImNzdE16U2hPYVhZSVpJNlg5NWtFRFE9PSIsInZhbHVlIjoiMVRKSmZ2UXM3TXpQMkk3UDIwckRFRFdwWDkvQmVLRE16Wk9yMWQwR2dYVGYxdWdHT1J2ZUJmaWxEcVhDL0orbSIsIm1hYyI6ImM0OTA0YWQzMmUyMzhiYTVmMjdiMzNjNjQzYzg4OTQzNDJkNmY4MGQzMDc5NTY4ZjE0OTJmZTZlMTg4OTJjMWMiLCJ0YWciOiIifQ==
1232,2026-07-23,2026-06-02,Disposición,DISP-2026-756-SI-DGHP,EX-2026-00196596- -SI-MDSI (trámite TESI HAB-2026-000023) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlhZS1lrQ1ZyNStMRVJ5MjhzK0dTT2c9PSIsInZhbHVlIjoiNFZtbWlwa0NmWUtXMVFMWEJOSmZxZWo0dG81eDVZMS9zdVlSTld0dnJYN1Jnb3pObFVOblI4Y2V5R080UHRGdSIsIm1hYyI6IjhlZTI2NDViZWViZTU1N2M4YjFlMzVjMDY5NWNlZWMwZjNjYTEyNDNiNzM4MzVjZGYzZWRmZDIwZTlmZjk4MWIiLCJ0YWciOiIifQ==
1232,2026-07-23,2026-06-02,Disposición,DISP-2026-757-SI-DGHP,EX-2026-00199981- -SI-MDSI (trámite TESI N° HAB-2026-000142) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ik1wZzk4OEU2NE9IMTFNazNucUY5dUE9PSIsInZhbHVlIjoidTA5RnRGVGFaN2t1dlo4d2ZibXBhaURoU0lTSkFMbjJZbmMyNUduRVVaOVZPbEhTREt2MGVMNzhPNkpWZDlaOCIsIm1hYyI6ImFkNzI5YzY1NzllNzIyOTViYzA2ZjkzNWZjZGQ2N2VlMTUxZTg4MDkwN2IxYmEzNTkxYjFkZDIwNDE5NmJiOWMiLCJ0YWciOiIifQ==
1232,2026-07-23,2026-06-03,Disposición,DISP-2026-758-SI-DGHP,EX-2026-00200201- -SI-MDSI (trámite TESI N° 2026HABIL00002131) - Localización,permiso de localización | zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InQ4ZjZ1bno2ZWNoMjBNdXJSMmpPeHc9PSIsInZhbHVlIjoib2ZQYnZscnNGNEVMNytnRUdTNDh2Ym53K2pJNnFwb0RmSGtNWTREeWdhREZpVXJzUlhFMWhocmJpeDU5NkJ0QiIsIm1hYyI6IjAxNDlhZGRhMzEzOTA1NGU3MDNjYmZiODIxMWI0YWQ4YjJkNWY5YzY0ZmU0Y2JlNjk3ZTAyZTA2ZmMzNzUxMWUiLCJ0YWciOiIifQ==
1232,2026-07-23,2026-06-03,Disposición,DISP-2026-759-SI-DGHP,EX-2026-00199747- -SI-MDSI (trámite TESI 2025HABIL00001295) - LICENCIA,mayor altura/FOT/FOS | zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InF2RnNSbmN4aE9pVC84aDU3T3FxN0E9PSIsInZhbHVlIjoiN2NiaTQ0a0tzcUFvZkxOeWFNS1F1UG1YRkQ1aG1ua1B5MXM0WXU5TzlacFg1TGxDQkVaVHdad09IT3J5bDZldCIsIm1hYyI6Ijg5NjY2YzIzMzEwNjExZWE5ZWZhM2YwNDZjOGQ0MTY5NTAzMTU5Yzc3ZjVjNmZiZWY2ZTA0MDQ1MzIxYjU1ZTciLCJ0YWciOiIifQ==
1232,2026-07-23,2026-06-03,Disposición,DISP-2026-763-SI-DGHP,EX-2026-00201892- -SI-MDSI (trámite TESI 2025HABIL00001897) - LICENCIA,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InBJMlNRdTVyVU9rZXZGbnpoQ2Fsb2c9PSIsInZhbHVlIjoiTzYrcnhuL0lEUHFtVEMxaGg0UEk4T1E2RFZsWkdsaHZvcElhcVVWeXNsMUg4Q1lWTytjRGJkbGFDVXhsR2FFViIsIm1hYyI6ImMwMTBlMzVkYWZjZDE5ZjUwYWU0M2M4ZjZkNmMzZWFlYzNiMTIxNzdhZGVmZGM2MTVmYmE3ODg5OTEyODY3ZWEiLCJ0YWciOiIifQ==
1232,2026-07-23,2026-06-03,Disposición,DISP-2026-764-SI-DGHP,EX-2026-00201750- -SI-MDSI (trámite TESI N° 2026HABIL00002508) - HABILITACIÓN LICENCIA,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlRKVnREVERuS05xMVlKbSs4ZnRFVnc9PSIsInZhbHVlIjoiUnFleDFNVmxFVTNiR25mR0hNejRtdzRnU0ZjVHFCZ3ZZN1V2N2RuZkdwNHlyc2ZvSzN3ZnpVc2ZhSDlTdzBnNiIsIm1hYyI6ImQ1NzBlYzc0Njg5YTYwNDkwYWYxZWZlYWEwOTdhOTA0MjlhZmE3OTg0ODc1NWQ2OTE3YmM0ODBlMGE5MzJkNTgiLCJ0YWciOiIifQ==
1232,2026-07-23,2026-06-03,Disposición,DISP-2026-765-SI-DGHP,EX-2026-00182667- -SI-MDSI (trámite TESI 2026HABIL00002608) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InIwSS91UmFkdlgxTTM1M0hBeW9BZ1E9PSIsInZhbHVlIjoiQkIyVjN5d0o2STV2ZjJ5TEJkNXI4MDJrN2plV3cxLzMwczgvRWorQ1VHS09tKzRiOStXVnBha1RWRU9EcnE2OSIsIm1hYyI6ImVmNzQ2MWQ1NWRiM2MyNWU4OTczY2U1NTU2ZmJmYzYzY2JjMjRjMGRkY2NkZjgzNjg2NDM3ZmJiODdkZjE2NjMiLCJ0YWciOiIifQ==
1232,2026-07-23,2026-06-03,Disposición,DISP-2026-767-SI-DGHP,EX-2026-00198954- -SI-MDSI (trámite TESI N° HAB-2026-000139) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkhHSDE1dTVPWFl3cVdYL3R6R3RMSWc9PSIsInZhbHVlIjoibVM5Y040cDNDVmZTc1dPb0NvVUhad2p3azRya25HdkVMTTA4UC84NEE4bnBRQ2h3MlZOL1JtejBoNXVaYWpiRiIsIm1hYyI6IjBhNjEyODFkNjY1OTdiZGVlMTNjMjkxYzUzZjQxYjA3OTk4YzU4NjJlYWM2ODA4ZTgxMmQ3YzNjN2MyNTkyM2UiLCJ0YWciOiIifQ==
1232,2026-07-23,2026-06-03,Disposición,DISP-2026-768-SI-DGHP,EX-2026-00200993- -SI-MDSI (trámite TESI N° 2026HABIL00002814) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InhuN3psS3VOVFVnQnY3UUJyeEVSWkE9PSIsInZhbHVlIjoiK3FXNitSUzdNZjh0N2xJS1U0MmhkZzB4dEh3UkZmMWxWbmp4TWEyTkZFT2RaaDQvY1Q0RkxLV0NNT2tlY21oayIsIm1hYyI6ImVhMWFjNTJkMTFjNDkxYTA4ZTQ4OGIxYWIxYjVhNTliY2NmOTEwMzY2NzdkOTdiZmZlY2FjMzgxZTc2ZDNjNjMiLCJ0YWciOiIifQ==
1232,2026-07-23,2026-06-03,Disposición,DISP-2026-770-SI-DGHP,EX-2026-00200599- -SI-MDSI (trámite TESI 2026HABIL00002452) - LICENCIA,zonificación/C.O.U.,,Autorización | Actividad Económica,no,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InZDM1M2a1FDa2NpTi9yOWswVXdwV0E9PSIsInZhbHVlIjoiU1d4VnR2ZTFMSWE4eW5wZHk0a210LzU3cFN2Q0ZPZTRhQWxwbTA3b2wyclNVQjRyOWV4ZkMxYTdzZmIxR3IzWCIsIm1hYyI6IjlmODhlYTI5Y2M0YjcxNTc5NjI0ZGZiZGUyOTJjYWNlYmZlMWVjN2I0ZDlkOWQwY2VlYjJiNDU4YjFlOGNhOWUiLCJ0YWciOiIifQ==
