recordNumber,recordDate,projectType,politicalParty,author,topic,parlState,commissionEntryDate,commissionReportDate,diasEnComision,subtheme
00092-2026-HCD,2026-03-26,RES - Resolución,Bloque Partido Demócrata,Feldtmann Maria Ines,Declaración de Interes,Sancionado,2026-04-06,2026-04-09,3,EL H.C.D. DECLARA DE INTERÉS EL CURSO DE HISTORIA 2026 DEL INSTITUTO HISTÓRICO MUNICIPAL DE SAN ISIDRO
00109-2026-HCD,2026-03-27,ORD - Ordenanza,Bloque Fuerza Patria,Diaz Marcos,Reconocimiento,En comisión,2026-04-06,,170,"SEÑALIZANDO TODAS LAS INSTITUCIONES EDUCATIVAS PÚBLICAS DE TODOS LOS NIVELES, EN LAS QUE SE CONSTATE QUE HAYAN EXISTIDO ESTUDIANTES EX COMBATIENTES DE MALVINAS."
00102-2026-HCD,2026-03-27,ORD - Ordenanza,La Libertad Avanza,Colombo Federico,Ordenanza,En comisión,2026-04-06,,170,"INSTRUYENDO AL D.E. A IMPULSAR CAMPAÑAS DE CONCIENTIZACIÓN, PROTOCOLOS DE ALERTA TEMPRANA Y ACCIONES EDUCATIVAS SOBRE LOS EFECTOS NOCIVOS DE LA DELINCUENCIA ORGANIZADA Y LA IMPORTANCIA DE LA LEY NACIONAL ANTIMAFIAS N°27.786.-"
00112-2026-HCD,2026-03-27,RES - Resolución,Bloque PRIMERO SAN ISIDRO,Alvarado Guido,Declaración de Interes,En comisión,2026-04-06,,170,"EL H.C.D. DECLARA DE INTERÉS EL CORTO DOCUMENTAL ""MERLO BAJO CERO"", DEL VECINO DE LA CIUDAD DE MARTÍNEZ SEBASTIÁN RUFF POR SU APORTE A LA CULTURA Y PUESTA EN VALOR DEL PATRIMONIO NATURAL DE NUESTRO PAÍS.-"
00111-2026-HCD,2026-03-27,ORD - Ordenanza,Bloque Fuerza Patria,Diaz Marcos,Calles,En comisión,2026-04-06,,170,"MODIFICANDO EN TODO SU RECORRIDO EL ACTUAL NOMBRE DE LAS CALLES TTE. GRAL. PEDRO E. ARAMBURU, POR EL NOMBRE ""PAPA FRANCISCO"", Y TTE. GRAL. EDUARDO LONARDI, POR EL NOMBRE ""TTE. ALEJANDRO DAMIÁN TAGLIAPIETRA"".-"
00104-2026-HCD,2026-03-27,RES - Resolución,La Libertad Avanza,Colombo Federico,Declaración,Sancionado,2026-04-06,2026-04-09,3,EL H.C.D. EXPRESA SU RESPALDO A LA LEY ANTIMAFIAS Y A LOS OBJETIVOS DE POLÍTICA DE SEGURIDAD QUE LA INSPIRAN.
00095-2026-HCD,2026-03-27,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Reconocimiento,Sancionado,2026-04-06,2026-04-09,3,"EL H.C.D. EXPRESA SU RECONOCIMIENTO A LA SELECCIÓN ARGENTINA DE GOALBALL ""LOS TOPOS"" POR LA OBTENCION DE LA MEDALLA DE PLATA EN LA COPA AMÉRICA 2025.-"
65387-2026-D,2026-03-30,ORD - Ordenanza,Ejecutivo,Ejecutivo,Legítimo Abono,Sancionado,2026-04-06,2026-04-09,3,EJERCICIO VENCIDO - PASSARINI MARÍA
65370-2026-D,2026-03-30,ORD - Ordenanza,Ejecutivo,Ejecutivo,Legítimo Abono,Sancionado,2026-04-06,2026-04-09,3,EJERCICIO VENCIDO - MALDOTTI CARLOS ALBERTO
128077-2026-C,2026-04-06,ORD - Ordenanza,Ejecutivo,Ejecutivo,Rendición de Cuentas,Sancionado,2026-04-06,2026-03-30,-7,RENDICIÓN DE CUENTAS 2025
00129-2026-HCD,2026-04-09,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Comercios e Industrias,En comisión,2026-04-16,,160,"EL H.C.D. EXPRESA PREOCUPACIÓN POR AL SITUACIÓN DE CRISIS PRODUCTIVA Y RIESGO LABORAL QUE ATRAVIESA LA FABRICA JHON FOOS, DE LA CIUDAD DE BECCAR."
00123-2026-HCD,2026-04-09,RES - Resolución,Bloque Acción Vecinal San Isidro es Distinto,Giordani Fernanda,Reconocimiento,Sancionado,2026-04-16,2026-05-14,28,EL H.C.D. RECONOCE LA TRAYECTORIA DE LA SRA. JULIE HELENA FORTABAT POR SU COMPROMISO COMUNITARIO AMBIENTAL Y SOLIDARIO QUE ENALTECEN A LA COMUNIDAD DE SAN ISIDRO.-
00128-2026-HCD,2026-04-09,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Beneplácito,Sancionado,2026-04-16,2026-05-14,28,"EL H.C.D. EXPRESA BENEPLÁCITO Y RECONOCIMIENTO POR LA HISTÓRICA PARTICIPACIÓN DEL SISTEMA CIENTÍFICO, TECNOLÓGICO Y ACADÉMICO ARGENTINO, A TRAVÉS DEL PROYECTO ARENEA EN LA MISIÓN ARTEMIS II DE LA NASA."
00132-2026-HCD,2026-04-10,ORD - Ordenanza,Movimiento Derecho al Futuro,Schuppisser Manuela,Derechos Humanos y Género,En comisión,2026-04-16,,160,"ESTABLECIENDO LA OBLIGATORIEDAD, CUMPLIMIENTO Y ACTUALIZACIÓN PERMANENTE DE LAS CAPACITACIONES EN PERSPECTIVA DE GÉNERO Y PREVENCIÓN DE LAS VIOLENCIAS CONTRA LAS MUJERES Y DIVERSIDADES EN EL MARCO DE LA LEY MICAELA.-"
00144-2026-HCD,2026-04-10,ORD - Ordenanza,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Planeamiento Urbano,En comisión,2026-04-16,,160,"CREANDO EL ""PROGRAMA DE REGULARIZACIÓN DOMINIAL Y DE CONSTRUCCIONES FAMILIARES DEL PARTIDO DE SAN ISIDRO"""
00133-2026-HCD,2026-04-10,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Declaración,Sancionado,2026-04-16,,160,"DECLARANDO ""PERSONALIDAD DESTACADA DEL PARTIDO DE SAN ISIDRO"" A LA SRA. CRISTINA VALLEJOS, EN RECONOCIMIENTO A SU DISTINGUIDA TRAYECTORIA, SU COMPROMISO CON LA COMUNIDAD Y SU LABOR A FAVOR DE LA JUSTICIA SOCIAL."
00138-2026-HCD,2026-04-10,DEC - Decreto,Movimiento Derecho al Futuro,Schuppisser Manuela,Honorable Concejo Deliberante,En comisión,2026-04-16,,160,ESTABLECIENDO EL CARÁCTER PÚBLICO DE LAS REUNIONES DE TODAS LAS COMISIONES DE TRABAJO DEL HONORABLE CONCEJO DELIBERANTE DE SAN ISIDRO.
00142-2026-HCD,2026-04-10,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Repudio,En comisión,2026-04-16,,160,EL H.C.D. EXPRESA SU REPUDIO ANTE EL OTORGAMIENTO DE CRÉDITOS HIPOTECARIOS POR PARTE DEL BANCO NACIÓN ARGENTINA A FUNCIONARIOS Y LEGISLADORES NACIONALES.
00143-2026-HCD,2026-04-10,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Repudio,En comisión,2026-04-16,,160,EL H.C.D. EXPRESA SU REPUDIO A LAS MODIFICACIONES INTRODUCIDAS A LA LEY NACIONAL N° 26.639 DE PROTECCIÓN DE GLACIARES.
00148-2026-HCD,2026-04-10,RES - Resolución,Bloque Partido Demócrata,Feldtmann Maria Ines,Declaración de Interes,Sancionado,2026-04-16,,160,"EL H.C.D. DECLARA DE INTERÉS EL LIBRO ""JOSÉ MARÍA PIRÁN. HACEDOR DE INSTITUCIONES SANISIDRENSES"" DE MARCELA FUGARDO Y OSCAR ANDRÉS DE MASI POR SU APORTE A LA DIFUSIÓN DE LA HISTORIA DE SAN ISIDRO."
00150-2026-HCD,2026-04-10,ORD - Ordenanza,Bloque Fuerza Patria,Diaz Marcos,Ordenanza,En comisión,2026-04-16,,160,"CREANDO EL ESPACIO MUNICIPAL ""INNOVASI-ON"""
00153-2026-HCD,2026-04-10,RES - Resolución,La Libertad Avanza,Viveka Nyborg Andersen,Seguridad,En comisión,2026-04-16,,160,"EL H.C.D. RESUELVE PROHIBIR, EN EL ÁMBITO DE SU COMPETENCIA POLÍTICA, EL RECONOCIMIENTO DE CUALQUIER PROTOCOLO QUE AUTORICE EL USO DE DISPOSITIVOS MÓVILES A INTERNOS DENTRO DE ESTABLECIMIENTOS DE DETENCIÓN."
00159-2026-HCD,2026-04-10,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Repudio,En comisión,2026-04-16,,160,EL H.C.D. EXPRESA SU RECHAZO Y PREOCUPACIÓN ANTE LAS MODIFICACIONES A LA LEY N° 26.639 DE PRESERVACIÓN DE LOS GLACIARES Y DEL ENTORNO PERIGLACIAL.
00160-2026-HCD,2026-04-10,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Declaración,En comisión,2026-04-16,,160,EL H.C.D. EXPRESA SU PREOCUPACIÓN POR LA DECISIÓN DEL GOBIERNO NACIONAL DE FINALIZAR EL PROGRAMA REMEDIAR
00141-2026-HCD,2026-04-10,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Declaración,En comisión,2026-04-16,,160,EL H.C.D. EXPRESA SU PREOCUPACIÓN Y RECHAZO AL CIERRE DE LA PLANTA PRODUCTIVA DE LA EMPRESA JOHN FOOS UBICADA EN LA CIUDAD DE BECCAR.
00149-2026-HCD,2026-04-10,ORD - Ordenanza,Bloque Fuerza Patria,Diaz Marcos,Transporte,En comisión,2026-04-16,,160,"CREANDO EL ""SISTEMA INTEGRAL DE MOVILIDAD SUSTENTABLE"" (SIMS)."
00156-2026-HCD,2026-04-10,ORD - Ordenanza,La Libertad Avanza,Viveka Nyborg Andersen,Ordenanza,En comisión,2026-04-16,,160,CREANDO EL PROGRAMA DE ESPACIOS URBANOS.
00157-2026-HCD,2026-04-10,RES - Resolución,Bloque Unión Civica Radical,Perez Walter Dr.,Reconocimiento,Sancionado,2026-04-16,2026-06-11,56,"EL H.C.D. EXPRESA SU RECONOCIMIENTO Y HOMENAJE A LA TRAYECTORIA DE LA HISTÓRICA ""PIZZERÍA DON JUAN"" DE LA CIUDAD DE BOULOGNE, POR SUS 86 AÑOS ININTERRUMPIDOS DE TRABAJO."
00178-2026-HCD,2026-04-27,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto,Broese Barbara,Salud Pública,Sancionado,2026-05-07,,139,"EXHORTANDO AL D.E. A IMPLEMENTAR ANTES DEL INICIO DE LA COPA MUNDIAL DE FÚTBOL FIFA 2026, ACCIONES EN MATERIA DE PREVENCIÓN DEL SARAMPIÓN."
00179-2026-HCD,2026-04-27,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Repudio,En comisión,2026-05-07,,139,"EL H.C.D. EXPRESA SU REPUDIO AL CIERRE DEL PROGRAMA ""VOLVER AL TRABAJO""."
00199-2026-HCD,2026-04-29,RES - Resolución,,,Repudio,En comisión,2026-05-07,,139,EL H.C.D. EXPRESA EL REPUDIO A LA DECISIÓN DEL GOBIERNO NACIONAL DE RETENER LOS FONDOS CORRESPONDIENTES A LA PROVINCIA DE BUENOS AIRES.
00200-2026-HCD,2026-04-29,RES - Resolución,Bloque PRIMERO SAN ISIDRO,Alvarado Guido,Reconocimiento,Sancionado,2026-05-07,,139,"EL H.C.D. EXPRESA SU RECONOCIMIENTO Y FELICITACIÓN AL LOCAL DE VENTA DE INDUMENTARIA MASCULINA ""GONPER"", SITO EN LA CALLE PARANÁ N° 6619, DE LA CIUDAD DE VILLA ADELINA."
00201-2026-HCD,2026-04-29,ORD - Ordenanza,La Libertad Avanza,Colombo Federico,Asistencia Social,En comisión,2026-05-07,,139,"CREANDO EN EL ÁMBITO DE LA SUBSECRETARÍA DE NIÑEZ, ADOLESCENCIA Y COMUNIDAD EL ÁREA DE ASISTENCIA A VÍCTIMAS DE FALSAS DENUNCIAS, OBSTRUCCIÓN DE VINCULOS Y DERECHO A LA COPARENTABILIDAD EN EL ÁMBITO FAMILIAR.-"
00198-2026-HCD,2026-04-29,RES - Resolución,,,Declaración,En comisión,2026-05-07,,139,"EL H.C.D. EXPRESA SU PREOCUPACIÓN Y RECHAZO AL AVANCE DEL PROYECTO DE LEY S-0228/2025 SOBRE EL ENDURECIMIENTO DE PENAS POR ""DENUNCIAS FALSAS""."
00194-2026-HCD,2026-04-29,RES - Resolución,Bloque PRIMERO SAN ISIDRO,Alvarado Guido,Reconocimiento,Sancionado,2026-05-07,,139,"EL H.C.D. FELICITA AL CLUB ATLÉTICO Y SOCIAL VILLA ADELINA (C.A.S.V.A), CON MOTIVO DE CELEBRARSE EL 100° ANIVERSARIO DE SU FUNDACIÓN."
00189-2026-HCD,2026-04-29,ORD - Ordenanza,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Parques y Plazas,En comisión,2026-05-07,,139,"CREANDO EL ""PARQUE PÚBLICO LOZADUR"", EN LA CIUDAD DE VILLA ADELINA"
00223-2026-HCD,2026-04-30,RES - Resolución,Bloque Fuerza Patria,Franco Virginia,Declaración,En comisión,2026-05-07,,139,EL H.C.D. EXPRESA SU DESACUERDO CON LA DISMINUCIÓN DE LA OFERTA FORMATIVA EN EL CENTRO DE FORMACIÓN PROFESIONAL MUNICIPAL N°1.
00217-2026-HCD,2026-04-30,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Declaración de Interes,En comisión,2026-05-07,,139,"EL H.C.D. DECLARA DE INTERÉS LAS JORNADAS ""BRAIAN TOLEDO"", IMPULSADAS POR EL MINISTERIO DE DESARROLLO DE LA COMUNIDAD DE LA PCIA. DE BS. AS., POR SU APORTE AL FORTALECIMIENTO DE LOS CLUBES DE BARRIO DE SAN ISIDRO."
00228-2026-HCD,2026-04-30,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Declaración,En comisión,2026-05-07,,139,"EL H.C.D.EXPRESA PREOCUPACIÓN Y RECHAZO ANTE LA NEGATIVA DEL MINISTERIO DE CAPITAL HUMANO DE LA NACIÓN DE ASISTIR FINANCIERAMENTE AL PROGRAMA ""MESA"".-"
00236-2026-HCD,2026-04-30,ORD - Ordenanza,Bloque Unión Civica Radical,Perez Walter Dr.,Declaración,En comisión,2026-05-07,,139,"DECLARANDO LA CADUCIDAD DE LA CONCESIÓN DEL SERVICIO PÚBLICO DE TRANSPORTE AUTOMOTOR DE PASAJEROS DE LA LÍNEA MUNICIPAL N°707, EN TODOS SUS RAMALES, OTORGADA A LA EMPRESA MICRO ÓMNIBUS GRAL. SAN MARTÍN (MOGSM).-"
00227-2026-HCD,2026-04-30,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Repudio,En comisión,2026-05-07,,139,"EL H.C.D. EXPRESA SU REPUDIO AL CIERRE Y DESFINANCIAMIENTO DEL PROGRAMA ""VOLVER AL TRABAJO""."
00239-2026-HCD,2026-05-05,RES - Resolución,La Libertad Avanza,Colombo Federico,Beneplácito,Sancionado,2026-05-07,2026-05-14,7,EL H.C.D. EXPRESA SU BENEPLÁCITO AL PROYECTO DE RESOLUCIÓN POR EL CUAL SE EXIGE AL GOB. DE LA PROV. DE BS. AS. LA RESTITUCIÓN Y NORMALIZACIÓN DEL MÓDULO EXTRAORDINARIO PARA LA SEGURIDAD ALIMENTARIA.
00264-2026-HCD,2026-05-14,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Montivero Diego,Beneplácito,En comisión,2026-05-21,,125,"EL H.C.D. EXPRESA SU BENEPLÁCITO POR LA PRESENTACIÓN DEL PROYECTO DE LEY ""PROTECCIÓN Y USO RESPONSABLE DE REDES SOCIALS EN NIÑOS, NIÑAS Y ADOLESCENTES"" IMPULSADO EN LA H. CÁMARA DE DIPUTADOS."
00263-2026-HCD,2026-05-14,ORD - Ordenanza,Movimiento Derecho al Futuro,Schuppisser Manuela,Ordenanza,En comisión,2026-05-21,,125,CREANDO LA DIRECCIÓN MUNICIPAL DE JUVENTUDES (DIMJU).-
00260-2026-HCD,2026-05-14,RES - Resolución,La Libertad Avanza,Viveka Nyborg Andersen,Adhesión,Sancionado,2026-05-21,2026-06-11,21,EL H.C.D. ADHIERE A LOS LINEAMIENTOS DE NEUTRALIDAD EDUCATIVA IMPULSADOS POR EL PODER EJECUTIVO NACIONAL Y LA DIFUSIÓN DE LA LINEA GRATUITA HABILITADA PARA RECIBIR DENUNCIAS DE PROPAGANDA EN LAS ESCUELAS.-
00262-2026-HCD,2026-05-14,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Beneplácito,Sancionado,2026-05-21,2026-05-28,7,"EL H.C.D. EXPRESA SU BENEPLÁCITO POR EL DESEMPEÑO DEL EQUIPO DE PATINAJE ARTÍSTICO ""A.S.G. ARTISTIC SOUL GROUP"" DEL CLUB SOCIAL BECCAR, TRAS SU PARTICIPACIÓN EN LOS JUEGOS ARGENTINOS DE ALTO RENDIMIENTO ROSARIO 2025."
00255-2026-HCD,2026-05-14,RES - Resolución,La Libertad Avanza,Lopez Daniela,Declaración,Sancionado,2026-05-21,2026-05-28,7,EL H.C.D. EXPRESA SU RESPALDO A LA IMPLEMENTACIÓN DE LA BOLETA ÚNICA DE PAPEL COMO INSTRUMENTO DE VOTACIÓN PARA LOS CARGOS ELECTIVOS DE LA PROVINCIA DE BUENOS AIRES.
00278-2026-HCD,2026-05-15,RES - Resolución,Bloque Fuerza Patria,Diaz Marcos,Declaración,En comisión,2026-05-21,,125,"EL H.C.D. EXIGE AL PODER EJECUTIVO NACIONAL EL CUMPLIMIENTO INMEDIATO DE LA LEY NACIONAL N° 27.795, DE FINANCIAMIENTO UNIVERSITARIO."
00273-2026-HCD,2026-05-15,ORD - Ordenanza,Bloque Fuerza Patria,Diaz Marcos,Ordenanza,En comisión,2026-05-21,,125,"CREANDO EL PROGRAMA DE PARTICIPACIÓN UNIVERSITARIA EN LA EVALUACIÓN DEL IMPACTO AMBIENTAL, EN EL MUNICIPIO DE SAN ISIDRO.-"
00280-2026-HCD,2026-05-15,RES - Resolución,Bloque Fuerza Patria,Diaz Marcos,Declaración,En comisión,2026-05-21,,125,"EL H.C.D. EXIGE AL PODER EJECUTIVO NACIONAL EL CUMPLIMIENTO INMEDIATO DE LA LEY NACIONAL N° 27.795, DE FINANCIAMIENTO UNIVERSITARIO."
00281-2026-HCD,2026-05-15,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Declaración,En comisión,2026-05-21,,125,EL H.C.D. EXPRESA SU PREOCUPACIÓN Y RECHAZO ANTE LA CRÍTICA SITUACIÓN PRESUPUESTARIA Y DE DESFINANCIAMIENTO OPERATIVO QUE ATRAVIESA EL BANCO NACIONAL DE DATOS GENÉTICOS.-
00279-2026-HCD,2026-05-15,ORD - Ordenanza,Bloque Fuerza Patria,Diaz Marcos,Asistencia Social,En comisión,2026-05-21,,125,CREANDO EL SERVICIO DE SEPELIO GRATUITO A CARGO DE LA MUNICIPALIDAD DE SAN ISIDRO.-
00269-2026-HCD,2026-05-15,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Repudio,En comisión,2026-05-21,,125,EL H.C.D. EXPRESA SU REPUDIO ANTE EL INCUMPLIMIENTO POR PARTE DEL GOBIERNO NACIONAL DE LA LEY N° 27.795 DE FINANCIAMIENTO DE LA EDUCACIÓN UNIVERSITARIA Y RECOMPOSICIÓN DEL SALARIO DOCENTE.-
00271-2026-HCD,2026-05-15,RES - Resolución,Bloque PRIMERO SAN ISIDRO,Alvarado Guido,Reconocimiento,Sancionado,2026-05-21,,125,"EL H.C.D. EXPRESA SU RECONOCIMIENTO Y FELICITACIÓN AL CLUB SOCIAL Y DEPORTIVO 25 DE MAYO, CON MOTIVO DE LA CONMEMORACIÓN DEL 120° ANIVERSARIO DE SU FUNDACIÓN.-"
00267-2026-HCD,2026-05-15,RES - Resolución,Bloque Partido Demócrata,Debora Ruiz Ceballos,Declaración,Sancionado,2026-05-21,,125,EL H.C.D. FELICITA AL EXPLORATORIO DE CIENCIAS POR SU 30° ANIVERSARIO Y RECONOCE SU LABOR EDUCATIVA Y DIFUSIÓN A LA CIENCIA A LOS VECINOS DE SAN ISIDRO.-
00272-2026-HCD,2026-05-15,RES - Resolución,Bloque PRIMERO SAN ISIDRO,Antoniassi Ricardo,Reconocimiento,Sancionado,2026-05-21,,125,"EL H.C.D. EXPRESA SU RECONOCIMIENTO AL PRESTIGIOSO ACTOR Y VECINO DE VILLA ADELINA, ROBERTO CARNAGUI, POR SU DESTACADA TRAYECTORIA ARTÍSTICA Y SU INVALUABLE APORTE A LA CULTURA NACIONAL."
00282-2026-HCD,2026-05-15,RES - Resolución,La Libertad Avanza,Lopez Daniela,Beneplácito,En comisión,2026-05-21,,125,EL H.C.D. EXPRESA SU BENEPLÁCITO Y RECONOCIMIENTO AL GOBIERNO NACIONAL POR LA EFICIENCIA DEMOSTRADA EN EL FUNCIONAMIENTO DEL PRESUPUESTO NACIONAL Y LA OBTENCIÓN DE SUPERÁVIT FISCAL.
199536-2025-S C 0 2 3,2026-05-18,ORD - Ordenanza,Ejecutivo,Ejecutivo,Licitacion,Sancionado,2026-05-21,2026-05-28,7,LICITACIÓN PÚBLICA DE ACOMPAÑANTES TERAPÉUTICOS
134822-2025-D,2026-05-18,ORD - Ordenanza,Ejecutivo,Ejecutivo,Tránsito,Sancionado,2026-05-21,2026-05-26,5,CAMBIO DE SENTIDO DEL ENTORNO DE LA PLAZA 9 DE JULIO
273252-2025-V,2026-05-18,ORD - Ordenanza,Ejecutivo,Ejecutivo,Tránsito,Sancionado,2026-05-21,2026-05-26,5,SOLICITA CAMBIO DE SENTIDO DE LA CALLE LA PAZ
00256-2026-HCD,2026-05-26,ORD - Ordenanza,La Libertad Avanza,Viveka Nyborg Andersen,Ordenanza,En comisión,2026-05-21,,125,CREANDO EL DIGESTO MUNICIPAL DIGITAL DE SAN ISIDRO.
00318-2026-HCD,2026-05-29,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Reconocimiento,En comisión,2026-06-04,,111,EL H.C.D. RESUELVE OTORGAR UN RECONOCIMIENTO A LA MEMORIA DE LOS VECINOS DE NUESTRO PARTIDO POR EL TERRORISMO DE ESTADO EL 9 DE JUNIO DE 1956 EN LOS BASURALES DE JOSÉ LEÓN SUÁREZ.-
00317-2026-HCD,2026-05-29,RES - Resolución,Bloque Convocación por San Isidro,Rojo Maria Lucia,Reconocimiento,Sancionado,2026-06-04,,111,"EL H.C.D. EXPRESA SU RECONOCIMIENTO Y FELICITACIONES A LA ""FUNDACIÓN JUNTOS PARA HACER"", POR CELEBRARSE 20 AÑOS DE SU CREACIÓN."
00305-2026-HCD,2026-05-29,ORD - Ordenanza,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Transporte,En comisión,2026-06-04,,111,CREANDO LA MESA INTERJURISDICCIONAL PARA LA EMERGENCIA DEL TRANSPORTE PÚBLICO DE SAN ISIDRO.-
00329-2026-HCD,2026-05-29,ORD - Ordenanza,La Libertad Avanza,Viveka Nyborg Andersen,Adhesión,En comisión,2026-06-04,,111,"PROHIBIENDO FUMAR EN TODOS LOS ESPACIOS CERRADOS DE ACCESO PÚBLICO DEPENDIENTES DE LA ADMINISTRACIÓN MUNICIPAL, PROVINCIAL Y NACIONAL, CONFORME LO DISPUESTO POR LA LEY NACIONAL N° 26.687 Y LA LEY PROVINCIAL N° 13.894.-"
00323-2026-HCD,2026-05-29,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Reconocimiento,Sancionado,2026-06-04,,111,"EL H.C.D. EXPRESA SU RECONOCIMIENTO POR EL 20° ANIVERSARIO DE LA FUNDACIÓN ""JUNTOS PARA HACER""- CENTRO DE DÍA ""SENTIRES""."
00311-2026-HCD,2026-05-29,DEC - Decreto,Bloque Acción Vecinal San Isidro es Distinto,Broese Barbara,Honorable Concejo Deliberante,En comisión,2026-06-04,,111,ESTABLECIENDO CON CARÁCTER OBLIGATORIO UN CURSO ANUAL DE TÉCNICA LEGISLATIVA Y REDACCIÓN DE PROYECTOS.
00292-2026-HCD,2026-05-29,ORD - Ordenanza,Bloque Fuerza Patria,Diaz Marcos,Ordenanza,En comisión,2026-06-04,,111,"CREANDO EN EL PARTIDOS DE SAN ISIDRO LA FIGURA DE ""CENTRO CULTURAL"""
00299-2026-HCD,2026-05-29,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Declaración,En comisión,2026-06-04,,111,EL H.C.D. EXPRESA SU PREOCUPACIÓN ANTE LAS POLÍTICAS DE AJUSTE IMPULSADAS POR EL GOBIERNO NACIONAL QIE AFECTAN AL SISTEMA DE PRESTACIONES DE LAS PERSONAS CON DISCAPACIDAD.-
00331-2026-HCD,2026-05-29,RES - Resolución,La Libertad Avanza,Viveka Nyborg Andersen,Reconocimiento,En comisión,2026-06-04,,111,"EL H.C.D. RECONOCE AL GOBIERNO NACIONAL POR SU COMPROMISO CON LA DESBUROCRATIZACIÓN, MODERNIZACIÓN Y TRANSPARENCIA DEL ESTADO, MANIFESTANDO EL IMPULSO A LA LEY DE DEROGACIÓN DE LEGISLACIÓN OBSOLETA"
00325-2026-HCD,2026-05-29,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Declaración,En comisión,2026-06-04,,111,EL H.C.D. EXPRESA SU PREOCUPACIÓN ANTE EL PROCESO DE PRIVATIZACIÓN DE LA EMPRESA AYSA IMPULSADO POR EL GOBIERNO NACIONAL.
00326-2026-HCD,2026-05-29,RES - Resolución,Bloque PRIMERO SAN ISIDRO,Durand Ángeles,Beneplácito,En comisión,2026-06-04,,111,EL H.C.D. EXPRESA SU BENEPLÁCITO POR LAS DISTINCIONES NACIONALES RECIBIDAS POR EL MUNICIPIO DE SAN ISIDRO OTORGADAS POR LA RED DE INNOVACIÓN LOCAL.-
00302-2026-HCD,2026-05-29,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Declaración de Interes,Sancionado,2026-06-04,,111,"EL H.C.D. DECLARA DE INTERÉS LA TAREA LLEVADA A CABO POR LA FUNDACIÓN ""CAROLINA ALO"", POR SUS ACCIONES VINCULADAS A LA PROMOCIÓN Y PROTECCIÓN DE LOS DERECHOS DE LAS MUJERES.-"
00327-2026-HCD,2026-05-29,RES - Resolución,Bloque PRIMERO SAN ISIDRO,Durand Ángeles,Repudio,Sancionado,2026-06-04,2026-06-25,21,EL H.C.D. EXPRESA SU REPUDIO ANTE LOS ACTOS VANDALICOS Y DE PROFANACIÓN OCURRIDOS EN EL SANTUARIO DE LA VIRGEN DE FÁTIMA UBICADO EN EL BAJO DE MARTÍNEZ.
00313-2026-HCD,2026-05-29,RES - Resolución,Bloque Fuerza Patria,Diaz Marcos,Declaración de Interes,Sancionado,2026-06-04,2026-06-25,21,"EL H.C.D. DECLARA DE INTERÉS EL LIBRO ""DERROTA DEL SUBMARINO"", OBRA DEL ESCRITOR SANISIDRENSE BRUNO PEDRO DE ALTO."
00296-2026-HCD,2026-05-29,,Bloque Fuerza Patria,Diaz Marcos,Otros,Sancionado,2026-06-04,2026-06-08,4,"S/ LA LIBERACIÓN DEL ESPACIO FISICO QUE SE ENCUENTRA OCUPADO POR UNA VIVIENDA EN EL CENTRO DE FORMACIÓN PROFESIONAL N° 402, DE LA CIUDAD DE MARTÍNEZ."
195220-2026-S,2026-06-01,ORD - Ordenanza,Ejecutivo,Ejecutivo,Presupuesto,Sancionado,2026-06-04,2026-06-11,7,SOLICITA NUEVO PRÉSTAMO BANCO PROVINCIA
